343,Abdellah Haidane,Italy,Middle distance,2014,Tuaminoheptane,4 months
344,Fatima Hajjami,France,Long distance,2003,Stanozolol,2 years
345,Fani Halkia,Greece,Hurdling,2008,Methyltrienolone,2 years
346,Hussain Al-Hamdah,Saudi Arabia,Long distance,2009,Biological passport,2 years and 6 months
347,Tetyana Hamera-Shmyrko,Ukraine,Long distance,2011,Biological passport,4 years
348,Tahesia Harrigan-Scott,British Virgin Islands,Sprinting,2011,Methylhexaneamine,6 months
349,Alvin Harrison,United States,Sprinting,2004,"BALCO scandal: Anabolic steroids, insulin, HgH, EPO, modafinil",4 years
350,Calvin Harrison,United States,Sprinting,19932003,PseudoephedrineModafinil,3 months2 years
351,Ridouane Harroufi,Morocco,Long distance,2013,EPO,2 years
352,Barakat Al-Harthi,Oman,Sprinting,2011,Methylprednisolone,6 months
353,Kjell Ove Hauge,Norway,"Discus throw, shot put",1998,Metandienone,18 months
354,Ahmad Hazer,Lebanon,110 m hurdles,2013,Metenolone,2 years
355,Floyd Heard,United States,Sprinting,2000,"",Public warning
356,Sabine Heitling,Brazil,Steeplechase,2013,Methylhexaneamine,1 year
357,Eddy Hellebuyck,United States,Long distance,2004,EPO,2 years
358,Anca Heltne,Romania,Shot put,20102014,"StanozololMethandienone, Dehydrochloromethyltestosterone",2 years8 years
359,Geraldine Hendricken,Ireland,Middle distanceCross country,2004,19-norandrosterone,2 years
360,Adriënne Herzog,Netherlands,Long distance,2014,Testosterone,2 years
361,Iván Hierro,Spain,Long distance,2014,Possession of a prohibited substance,2 years
362,Claus Hirsbro,Denmark,Sprinting,19962000,StanozololNandrolon,2 years Life ban
363,Hassan Hirt,France,Long distance,2012,EPO,2 years
364,Knut Hjeltnes,Norway,"Discus throw, shot put",1977,Anabolic steroids,1 year
365,Gergely Horváth,Hungary,Javelin throw,2006,Boldenone,2 years
366,Hristoforos Hoidis,Greece,Sprinting,2005,Tamoxiphen,2 years
367,Seppo Hovinen,Finland,Javelin throw,1977,Anabolic steroids,1 year
368,Sue Howland,Australia,Javelin throw,1987,Anabolic steroids,2 years
369,Yu-Fang Hsu,Chinese Taipei,Marathon,2011,EPO,2 years
370,Huang Qun,China,Discus throw,2006,Stanozolol,2 years
371,C.J. Hunter,United States,Shot put,2000,Nandrolone,2 years
372,Liza Hunter-Galvan,New Zealand,Marathon,2009,EPO,2 years
373,Marwa Hussein,Egypt,Hammer throw,2010,Stanozolol,Two-year ban
374,Victor Hogan,South Africa,Discus throw,2016,Methylhexanamine,9 month ban
375,Monica Iagăr,Romania,High jump,1996,"",6 months
376,Abdulagadir Idriss,Sudan,Sprinting,2005,Norandrosterone,2 years
377,Samson Idiata,Nigeria,Long jump,2015,Clenbuterol,4 years
378,Gulustan Ieso,Iraq,Sprinting,2011,Methylhexaneamine,1 year
379,Kirill Ikonnikov,Russia,Hammer throw,2012,Dehydrochloromethyltestosterone,2 years
380,Chidi Imoh,Nigeria,Sprinting,1994,"",4 years
381,Cristinel Irimia,Romania,Long distance,2014,Exogenous steroids,2 years
382,Ekaterina Ishova (Ekaterina Gorbunova),Russia,Middle/Long distance,2011,Biological passport,2 years
383,Daniel Ivanov,Bulgaria,Long jump,1993,Amphetamine,""
384,Lyubov Ivanova(Lyubov Kharlamova),Russia,Steeplechase,2006,Methyltestosterone,2 years
385,Olimpiada Ivanova,Russia,Race walking,1997,Stanazolol,2 years
386,Kathy Jager,United States,"","","Hydrochlorothiazide, Chlorothiazide",""
387,Regina Jacobs,United States,Middle distance,2003,THG,4 years
388,Norjannah Hafiszah Jamaludin,Malaysia,Sprinting,2011,Evading doping control,2 years
389,Patrick Jarrett,Jamaica,Sprinting,2001,Stanozolol,2 years
390,Helena Javornik,Slovenia,Middle/Long distance,2008,EPO,2 years
391,Mark Jelks,United States,Sprinting,2010,3 Whereabouts failures,2 year ban
392,Cordera Jenkins,United States,Hurdling,2006,Cannabis,Public warning
393,Rita Jeptoo,Kenya,Marathon,2014,EPO,2 years
394,Agatha Jeruto Kimaswai,Kenya,Middle distance,2015,Norandrosterone,4 years
395,Olivera Jevtić,Yugoslavia,Long distance,2002,Ephedrine,Public warning and disqualification from the 2002 New York City Marathon
396,Antonio David Jiménez,Spain,Steeplechase,2014,Possession of a prohibited substance,3 years
397,Ben Johnson,Canada,Sprinting,1988 1989 1993 1999,Positive test: Stanozolol Self admittance: Steroids (1982–1988) Testosterone Hydrochlorothiazide,2 years Life ban
398,Gea Johnson,United States,Heptathlon,1994,Anabolic steroids,4 years
399,Marion Jones,United States,Sprinting/Long jump,2000–2006,THG (investigation > admittance),2 years
400,LaVerne Jones-Ferrette,United States Virgin Islands,Sprinting,2010,Clomiphene,6 months
401,Sini Jose,India,Sprinting,2011,Methandienone,2 years
402,Milan Jotanović,Serbia,Shot put,2008,Salbutamol,8 months
403,Dariusz Juzyszyn,Poland,Discus throw,1983,"",""
404,Robert Kajuga,Rwanda,Long distance,2015,Refusal,4 years
405,Abubaker Ali Kamal,Qatar,Middle distance,2011,EPO,2 years
406,Pauline Kahenya,Kenya,Long distance,2013,"Prednisone, Prednisolone",1 year
407,Alissa Kallinikou,Cyprus,Sprinting,2008,Testosterone,2 years
408,Tayeb Kalloud,Algeria,Long distance,2008,Norandrosterone,2 years
409,Svetlana Kanatova,Russia,Middle distance,"","",""
410,Vladimir Kanaykin,Russia,Race walking,20082011,EPOBiological passport,2 years 8 years
411,Olga Kaniskina,Russia,Race walking,2009,Biological passport,3 years and 2 months
412,Adil Kaouch,Morocco,Middle distance,2007,EPO,2 years
413,Anastasiya Kapachinskaya,Russia,Sprinting,2004,Stanozolol,2 years
414,Julien Kapek,France,Triple jump,2009,3 Whereabouts Failures within 18-month period,1 year
415,Natallia Kareiva,Belarus,Middle distance,2010,Biological passport,2 years
416,Halina Karnatsevich,Belarus,Long distance,2006,Stanozolol,2 years
417,Yanina Karolchyk-Pravalinskaya,Belarus,Shot put,2003,Clenbuterol,2 years
418,Mandeep Kaur,India,Sprinting,2011,"Stanozolol, Methandienone",2 years
419,Ali Ekber Kayas,Turkey,Sprinting,2012,Oxandrolone,2 years
420,Tatyana Kazankina,Soviet Union,Middle distance,1984,Refusal to submit to doping control,18 months
421,Héni Kechi,France,Sprinting,2007,Cannabis,3 months
422,Lisa Kehler,Great Britain,Race walking,2007,Terbutaline,Public warning
423,Naman Keïta,France,"Hurdling, sprinting",2007,Testosterone precursors,2 years
424,Gloria Kemasuode(Gloria Ubiebor),Nigeria,Sprinting,2009,"Metenolone, ephedrine",2 years
425,Simon Kemboi,Kenya,Sprinting,2000,Nandrolone,""
426,Kostas Kenteris,Greece,Sprinting,2004,Evasion of doping control,""
427,Kamy Keshmiri,United States,Discus throw,1992,Methandienone,""
428,Atalelech Ketema,United States,Marathon,2014,Ephedrine,2 years
429,Meryem Khali,Morocco,Long distance,2012,Norandrosterone,2 years
430,Gulfiya Khanafeyeva,Russia,Hammer throw,Unknown 2007,UnknownFraudulent substitution of urine,3 months 33 months
431,Yekaterina Khoroshikh,Russia,Hammer throw,2007,6α-methylandrostendione,2 years
432,Irina Khudoroshkina,Russia,Shot put,2004,Hydrochlorothiazide,2 years
433,Molly Killingbeck,Canada,Sprinting,1980's,Self admittance of steroid use (Dubin inquiry),""
434,Gary Kinder,United States,Decathlon,1991,Failure to appear for mandatory drug test,(2 years) overturned due to flaws in testing protocol
435,Benjamin Kipkurui,Kenya,Middle distance,2013,"",3 months
436,Abraham Kiprotich,France,Marathon,2013,EPO,2 years
437,Nabil Kirame,Morocco,Discus throw,2006 2015,Cannabis Stanozolol,Public warning 4 years
438,Ümmü Kiraz,Turkey,Long distance,2011,Biological passport,2 years and 6 months
439,Sergey Kirdyapkin,Russia,Race walking,2009,Biological passport,3 years and 2 months
440,Mathew Kipkoech Kisorio,Kenya,Long distance,2012,Norandrosterone,2 years
441,Rael Kiyara,Kenya,Long distance,2012,Norandrosterone,2 years
442,Svetlana Klyuka,Russia,Middle distance,2009,Biological passport,2 years
443,Markus Koistinen,Finland,Shot put,1996,hCG (Human chorionic gonadotropin),4 years
444,Nemanja Kojić,Serbia,Middle distance,2015,Furosemide,2 years
445,Teodora Kolarova,Bulgaria,Middle distance,2007,Testosterone,2 years
446,Nikolay Kolev,Bulgaria,Discus throw,1987,"",""
447,Francisca Koki Koki Manunga,Kenya,Hurdling,2015,Furosemide,4 years
448,Eirini Kokkinariou,Greece,Steeplechase,2009,Biological passport,4 years
449,Mikuláš Konopka,Slovakia,Shot put,20022008,Stanozolol Methandienone,2 years Life ban
450,Ilya Konovalov,Russia,Hammer throw,2006,Acetazolamide,2 years
451,Mariya Konovalova,Russia,Long distance,2009,Biological passport,2 years
452,Oleksandr Korchmid,Ukraine,Pole vault,2009,Ephedrine,Public warning
453,Aleksey Korolev,Russia,Hammer throw,2009,Methandienone,2 years
454,Irina Korzhanenko,Russia,Shot put,19992004,SteroidsStanozolol,2 years Life ban
455,Yekaterina Kostetskaya,Russia,Middle distance,2011,Biological passport,2 years
456,Dmytro Kosynskyy,Ukraine,Javelin throw,2011,Testosterone,2 years
457,Tatyana Kotova,Russia,Long jump,2005 (Sample retested 2013),Formestane,2 years
458,Zoltán Kővágó,Hungary,Discus throw,2011,Refusal to submit,2 years
459,Ayman Kozhakhmetova,Kazakhstan,Race walk,2013,"Testosterone, EPO",2 years
460,Katrin Krabbe,Germany,Sprinting,1992,Clenbuterol,3 years
461,Inessa Kravets,Ukraine,Long/Triple jump,19932000,Stimulant Anabolic steroid,3 months 2 years
462,Lyubov Kremlyova,Russia,Middle distance,1995,Steroids,4 years
463,Heidi Krieger (Andreas Krieger),East Germany,Shot put,1980's,Self admission: Anabolic steroids,—
464,Svetlana Krivelyova,Russia,Shot put,2004 (Sample retested 2012),Oxandrolone,2 years
465,Valentin Kruglyakov,Russia,Sprinting,2013,Nandrolone,4 years
466,Pavel Kryvitski,Belarus,Hammer throw,2015,HGH,4 years
467,Wioletta Kryza,Poland,Long distance,20022012,Testosterone,2 years8 years
468,Anastassya Kudinova,Kazakhstan,Sprinting,2016,Drostanolone,4 years
469,Anil Kumar,India,Discus throw,2005,Norandrosterone,2 years
470,Eyerusalem Kuma,Ethiopia,Long distance,2013,EPO,2 years
471,Kagisho Kumbane,South Africa,Sprinting,2012,Norandrosterone,2 years
472,Yeliz Kurt,Turkey,Middle distance,2013,Stanozolol,2 years
473,Damian Kusiak,Poland,Shot put,2012,Stanozolol,2 years
474,Olga Kuzenkova,Russia,Hammer throw,2004 (Sample retested 2012),"Formestane, Hydroxytestosterone",2 years
475,Mikko Kyyrö,Finland,Discus throw,2007,Methylprednisolone,Public warning
476,Abdelhadi Labäli,Morocco,Middle distance,2012.0,Biological passport,2 years
477,Soumiya Labani,Morocco,"Long distance, cross country",2003.0,Nandrolone,2 years
478,Florent Lacasse,France,Middle distance,2007.0,Testosterone precursors,2 years
479,Amine Laâlou,Morocco,Middle distance,20122016.0,FurosemideEPO,2 years8 years
480,Aziz Lahbabi,Morocco,Long distance,2011.0,Methylhexanamine,6 months
481,Laiyuan Gao,China,Long distance,2012.0,Anabolic steroids,2 years
482,Burger Lambrechts,South Africa,Shot put,2001.0,Stanozolol,2 years
483,Enrique Llanos,Puerto Rico,Hurdling,2008.0,Stanozolol,2 years
484,Elena Lashmanova,Russia,Race walking,2014.0,GW1516,2 years
485,Svetlana Laukhova,Russia,Hurdling,2001.0,"",""
486,Bola Gee Lawal,Nigeria,Sprinting,2010.0,Methandienone,2 years
487,Jeff Laynes,United States,Sprinting,2001.0,Stanozolol,2 years
488,Yuliya Leantsiuk,Belarus,Shot put,2008.0,Testosterone,2 years
489,Suzette Lee,Jamaica,Triple jump,2005.0,Salbutamol,Public warning
490,Mikhail Lemaev,Russia,Marathon,2009.0,Biological passport,2 years
491,Assunta Legnante,Italy,Shot put,2000.0,"",Public warning
492,Asmae Leghzaoui,Morocco,Middle distance,2003.0,EPO,2 years
493,Aleksey Lesnichiy,Belarus,High jump,2004.0,Clenbuterol,2 years
494,Mikołaj Lewański,Poland,Sprinting,2007.0,Cannabis,Public warning
495,Carl Lewis,United States,"Sprinting, long jump","","Pseudoephedrine, ephedrine, phenylpropanolamine (inadvertent use)",""
496,Mark Lewis-Francis,Great Britain,Sprinting,2005.0,Cannabis,Public warning
497,Li Ji,China,Long distance,2001.0,"",2 years
498,Elmar Lichtenegger,Austria,Hurdling,20032007.0,NandroloneNorandrosterone,15 monthsLife ban
499,Lim Eun-ji,South Korea,Pole vault,2010.0,"Hydrochlorothiazide, Chlorothiazide",3 months
500,Lim Hee-nam,South Korea,Sprinting,2011.0,Methylhexaneamine,6 months
501,Lin Na,China,Middle distance,2002.0,"",2 years
502,Piotr Lisek,Poland,Pole vault,2012.0,Methylhexaneamine,6 months
503,Lin Yili,China,"","","",""
504,Liu Hong,China,Race walk,2016.0,Higenamine,1 month
505,Liu Huyuan,China,Long distance,2002.0,"",2 years
506,Liu Jing,China,Hurdling,2001.0,Refusal to submit to doping control,2 years
507,Liu Yunfeng,China,Race walking,2001.0,"",""
508,Jason Livingston,Great Britain,Sprinting,1992.0,Methandienone,4 years
509,Jud Logan,United States,Hammer throw,1992.0,Clenbuterol,4 years
510,Cathal Lombard,Ireland,Middle distance,2004.0,EPO,2 years
511,Andrea Longo,Italy,Middle distance,2001.0,Nandrolone,2 years
512,Gilmar Lopes,Brazil,Long distance,2014.0,Hydrochlorothiazide,1 year
513,Juan Miguel López,Cuba,Triple jump,1986.0,"",""
514,Wilson Loyanae,Kenya,Long distance,2012.0,EPO,2 years
515,Chris Lukezic,United States,Middle distance,2010.0,Refusal to submit to doping control,2 years
516,Nataliia Lupu,Ukraine,Middle-distance,2014.0,Methylhexaneamine,9 months
517,Lü Huihui,China,Javelin throw,2013.0,"",1 year
518,Vyacheslav Lykho,Soviet Union,Shot put,1990.0,Pseudoephedrine,""
519,Tatyana Lysenko,Russia,Hammer throw,2007.0,6α-methylandrostendione,2 years
520,Kaarlo Maaninka,Finland,Long distance,1980,Self admittance: Blood transfusioins (not illegal at the time),—
521,Remigius Machura (born 1960),Czechoslovakia,Shot put,1985 1981–,StanozololSelf admittance: Anabolic steroids,2 years (Reduced from life ban) —
522,Remigius Machura (born 1986),Czech Republic,Shot put,2010,HGH,2 years
523,Colin Mackenzie,Great Britain,Javelin throw,1994,"",3 months
524,Simon Magakwe,South Africa,Sprinting,2014,Refusal to submit to doping control,2 years
525,Maurren Maggi,Brazil,Long jump,2003,Clostebol,2 years
526,Mike Mahovlich,Canada,Javelin throw,1986,"",""
527,Edi Maia,Portugal,Pole vault,2008,Cannabis,"Public warning, disqualification from events"
528,Pascal Mancini,Switzerland,Sprinting,20112012,UndisclosedNorandrosterone,Public warning2 years
529,Luvo Manyonga,South Africa,Long jump,2012,Methamphetamine,18 months
530,Irina Maracheva,Russia,Middle distance,2012,Biological passport,2 years
531,Pascal Maran,France,Hurdling,1997,Ephedrine,Public warning and disqualification
532,Natalia Mărășescu,Romania,Middle distance,1979,Anabolic steroids,8 months
533,Brian Mariano,Netherlands,Sprinting,2016,Stanozolol,4 years
534,Martin Marić,Croatia,Discus throw,2014,Ostarine (SARMs),2 years
535,Itay Margalit,Israel,High jump,1999,Nandrolone,""
536,Marina Marghieva,Moldova,Hammer throw,2012,Stanozolol,2 years
537,Zalina Marghieva,Moldova,Hammer throw,2009 {Retested 2013),"Dehydrochloromethyltestosterone, stanozolol",2 years
538,Dzmitry Marshin,Azerbaijan,Hammer throw,2015,Dehydrochloromethyltestosterone,4 years
539,LaVonna Martin-Floreal,United States,Hurdling,1991,Furosemide,14 months (Reduced from 2 years)
540,David Martínez,Spain,Discus throw,1997,Nandrolone,2 years
541,Yousef Masrahi,Saudi Arabia,Sprinting,2016,EPO,4 years
542,Maude Mathys,Switzerland,Ultramarathon/Ski mountaineering,2015,Clomifene,Public warning
543,Richard Mavuso,South Africa,Long distance,2011,Norandrosterone,2 years
544,Natasha Mayers,Saint Vincent and the Grenadines,Sprinting,2005,T/E-4,2 years
545,Eduard Mbengani,Portugal,Middle/Long distance,2010,EPO,2 years
546,John McEwen,United States,Hammer throw,2003,"Tetrahydrogestrinone, Modafinil",2 years
547,Mark McKoy,Canada,Hurdling,1980's,Self admittance of steroid use (Dubin inquiry),2 years
548,Inika McPherson,United States,High jump,2014,Benzoylecgonine,21 months
549,Ekaterina Medvedeva,Russia,Race Walking,2013,EPO,2 years
550,Nijolė Medvedeva,Lithuania,Long jump,1992,Mesocarb,""
551,Fathi Meftah,Algeria,Long distance,2008,Norandrosterone,2 years
552,Irina Meleshina,Russia,Long jump,2012,Testosterone,2 years
553,Jimmy Melfort,France,Sprinting,2012,Methylhexaneamine,3 months
554,Mihaela Melinte,Romania,Hammer throw,2000,Nandrolone,2 years
555,Miroslav Menc,Czech Republic,Shot put,1998 2001,Stanozolol Norandrosterone,2 years Life ban
556,Amewu Mensah,Germany,High jump,2001,Oxandrolone,2 years
557,LaShawn Merritt,United States,Sprinting,2009/2010,Testosterone,21 months
558,Elena Meuti,Italy,High jump,2012,Tetrahydrocannabinol,5 months
559,Karin Mey Melis,Turkey,Long jump,2012,Testosterone,2 years
560,Gabriela Mihalcea,Romania,High jump,1987,"",2 years
561,Andrei Mikhnevich,Belarus,Shot put,20012005 (Retested in 2012),"Human chorionic gonadotropin Clenbuterol, Methandienone, Oxandrolone",2 years Life ban
562,Natallia Mikhnevich,Belarus,Shot put,2013,Stanozolol,2 years
563,Inger Miller,United States,Sprinting,1999,Caffeine,Public warning
564,Tatyana Mineeva,Russia,Race walking,2011,Biological passport anomalies,2 years
565,Ildar Minshin,Russia,Steeplechase,2009,Biological passport anomalies,2 years
566,Yevgeniy Mironov,Soviet Union,Shot put,1978,Anabolic steroids,18 months
567,Anna Mishchenko,Ukraine,Middle distance,2012,Biological passport,2 years
568,Dennis Mitchell,United States,Sprinting,1998BALCO scandal,TestosteroneAdmittance in court: HGH,2 years —
569,Diane Modahl,United Kingdom,Middle distance,1994,Testosterone,Fully exonerated
570,Ofentse Mogawane,South Africa,Sprinting,2006,Methylprednisolone,Public warning
571,Ghofrane Mohammad,Syria,Hurdling,2012,Methylhexaneamine,6 months
572,Felicia Moldovan (Felicia Tilea),Romania,Javelin throw,1990,"",2 years
573,Tim Montgomery,United States,Sprinting,2001 2000,"BALCO investigation: Steroids, HGH Public admittance in 2008: Testosterone, HGH",2 years
574,Amantle Montsho,Botswana,Sprinting,2014,Methylhexaneamine,2 years
575,Luis Morales,Puerto Rico,Sprinting,1988,"",2 years
576,Sara Moreira,Portugal,Long-distance,2011,Methylhexaneamine,6 months
577,Edder Moreno,Colombia,Shot put,2014,Stanozolol,2 years
578,Sheryl Morgan,Jamaica,Sprinting,2003,"",Public warning
579,Sergey Morozov,Russia,Race walking,2008 2011,EPO Biological passport anomalies,2 years Life ban
580,Ramolefi Motsieloa,Lesotho,Long distance,2014,Methylhexaneamine,2 years
581,William Motti,France,Decathlon,1989,"",2 years
582,Bertrand Moulinet,France,Race walking,2015,FG-4592 (HIF inhibitor),4 years
583,Hassan Mourhit,Belgium,Long distance,2008,Anastrozol,2 years
584,Mohammed Mourhit,Belgium,Middle/Long distance,2002,EPO,2 years
585,Gael Mulhall,Australia,"Discus throw, shot put",1981,Anabolic steroids,18 months
586,Ángel Mullera,Spain,Steeplechase,2015,Refusal,2 years
587,Steve Mullings,Jamaica,Sprinting,20042011,TestosteroneFurosemide,2 yearsLife ban
588,Julia Mumbi Muraga,Kenya,Marathon,2014,EPO,2 years
589,Jauna Murmu,India,Sprinting,2011,Methandienone,2 years
590,Sammy Alex Mutahi,Kenya,Long distance,2011,"","Public reprimand, disqualification of result"
591,Elizabeth Muthuka,Kenya,Sprinting,2008,Norandrosterone,2 years
592,Semiha Mutlu Semiha Metlu-Ozdemir,Turkey,Race walk,2011,Biological passport,2 years and 6 months
593,Carl Myerscough,Great Britain,Shot put,1999,Anabolic steroids,2 years
594,Melissa Myerscough (née Melissa Price),United States,Hammer throw,2003,THG,2 years
595,Larry Myricks,United States,Long jump,1990,Phenylpropanolomine,""
596,Cédric Nabe,Switzerland,Sprinting,2011,Whereabouts failure ×3,18 months Extended by CAS from 1 year
597,Rachid Nadij,Morocco,Long distance,2007,Ephedrine,3 months
598,Kaltouma Nadjina,Chad,Sprinting,2009,"",Reprimand and disqualification of result
599,Tezzhan Naimova,Bulgaria,Sprinting,20082013,Tampering with testDrostanolone,2 years Life ban
600,Cosmas Ndeti,Kenya,Long distance,1988,Ephedrine,3 months
601,Lisa Nemec,Croatia,Long distance,2015,EPO,4 years
602,John Ngugi,Kenya,Long distance,1993,Missed test,""
603,Antoni Niemczak,Poland,Marathon,1986,Nandrolone,2 years
604,Larisa Nikitina (Larisa Turchinskaya),Soviet Union,Heptathlon,1990,Amphetamines,""
605,Ilja Nikolajev,Estonia,Marathon,2013,Biological passport,2 years
606,Lars Arvid Nilsen,Norway,Shot put,1987 1992,"Probenecid, Anabolic steroids Metenolone",2 years Life ban
607,Cyrus Njui,Kenya,Long distance,2015,Methylephedrine,8 months
608,Siyabonga Nkonde,South Africa,Cross country running,2014,"",6 months
609,Nadia Noujani,Morocco,Long distance,2014,EPO,2 years
610,Jonathan Nsenga,Belgium,Hurdling,1997,Ephedrine,""
611,Juan Núñez,Dominican Republic,Sprinting,1983,Fencamfamine,""
612,Liliya Nurutdinova,Russia,Middle distance,1993,Stanozolol,4 years
613,Musa Amer Obaid,Qatar,Steeplechase,2006,Testosterone,2 years
614,Al Oerter,United States,Discus throw,1976,Anabolic steroids. (Self-admitted),—
615,Deborah Oluwaseun Odeyemi,Niger,Sprinting,2015,Metenolone,4 years
616,Amaka Ogoegbunam,Nigeria,Sprinting,2009,Metenolone,3 years
617,Femi Ogunode,Qatar,Sprinting,2011,Clenbuterol,2 years
618,Christine Ohuruogu,Great Britain,Sprinting,2006,3 whereabouts failures,1 year
619,Aham Okeke,Norway,Sprinting,19942006,"Testosterone, Pseudoephedrine Testosterone",30 monthsLife ban
620,Samuel Okon,Nigeria,Hurdling,2010,Methylhexanamine,""
621,Iulia Olteanu,Romania,Cross country,1996,Stanozolol,2 years
622,Omolara Omotosho,Nigeria,Sprinting,2009,Metenolone,2 years
623,Mary Onyali-Omagbemi,Nigeria,Sprinting,1996,Ephedrine,3 months
624,Janet Ongera,Kenya,Long distance,2002,Norandrosterone,2 years
625,Josephine Onyia,Spain,Hurdling,2008 2011 2015,"Methylhexaneamine, Clenbuterol Methylhexaneamine Metenolone",2 years 2 years Life ban
626,Charity Opara,Nigeria,Sprinting,1992,"",4 years
627,Helder Ornelas,Portugal,Marathon,2010,Biological passport,4 years
628,Yolanda Osana,Dominican Republic,Hurdling,2012,Stanozolol,2 years
629,Oludamola Osayomi,Nigeria,Sprinting,2010,Methylhexaneamine,""
630,Artur Osman,Poland,Long distance,2005,Norandrosterone,2 years
631,Nadzeya Ostapchuk,Belarus,Shot put,2012 2005 (Retested in 2012),"Metenolone Formestane, 4-Hydroxytestosterone",4 years
632,Hanane Ouhaddou,Morocco,Steeplechase,2009,Biological passport,2 years
633,Lawretta Ozoh,Nigeria,Sprinting,2012,Stanozolol,2 years
634,Noraldo Palacios,Colombia,Javelin throw,2008,Betamethasone,6 months
635,Gergely Palágyi,Hungary,Hurdling,2006,Stanozolol,2 years
636,Diego Palomeque,Colombia,400 m,2012,Testosterone,2 years
637,Géza Pauer,Hungary,Sprinting,2006,Boldenone,2 years
638,Vita Pavlysh,Ukraine,Shot put,1999 2004,Stanozolol Stanozolol,2 years Life ban
639,Yevgeniya Pecherina,Russia,Discus throw,2011 2013,MethandienoneOral Turinabol,2 years 10 years
640,Arne Pedersen,Norway,Shot put,1987,Probenecid,3 years
641,Larisa Peleshenko,Russia,Shot put,1995,Steroid,4 years
642,Lyubov Perepelova,Uzbekistan,Sprinting,2005,Hydrochloromethyltestosterone,2 years
643,Vanja Perišić,Croatia,Middle distance,2008 (Sample re-analysed 2009),CERA,2 years
644,Sandra Perković,Croatia,Discus throw,2011,Methylhexanamine,6 months
645,Asko Pesonen,Finland,High jump,1977,Anabolic steroid,1 year
646,Tetiana Petlyuk,Ukraine,Middle distance,2009,Biological passport anomalies,2 years
647,Antonello Petrei,Italy,Long distance,2007,NESP (EPO),2 years
648,Totka Petrova,Bulgaria,Middle distance,1979,Anabolic steroids,8 months
649,Antonio Pettigrew,United States,400 m,1997–2001,"Admittance in court: HGH, EPO",2 years
650,Denis Petushinskiy,New Zealand,Pole vault,1998,Stanozolol,4 years
651,Lebogang Phalula,South Africa,Cross country running,2011,Methylhexaneamine,1 year (Extended from 3 months)
652,Chris Phillips,United States,110 m hurdles,2003,Modafinil,Public warning
653,Amaia Piedra,Spain,Long distance,2005,EPO,2 years
654,Bruce Pirnie,Canada,Shot put,"",Self admittance (Dubin inquiry): Steroids,""
655,Darya Pishchalnikova,Russia,Discus throw,20072012,Fraudulent substitution of urine Oxandrolone,33 months 10 years
656,Vladyslav Piskunov,Ukraine,Hammer trow,1994 2005,Drostanolone,Life ban
657,Darya Pizhankova,Ukraine,Sprinting,2011 2013,StanozololDrostanolone,2 years Life ban
658,Maurie Plant,Australia,Manager,"",Official who substituted one athlete's urine for another prior to a test.,""
659,Daniel Plaza,Spain,Race walking,1996,Nandrolone,2 years
660,Ben Plucknett,United States,Discus throw,1981,Anabolic steroids,""
661,Hristos Polihroniou,Greece,Hammer throw,2005 2008,Clomiphene Refusal to submit to doping control,2 years Life ban
662,Dmitriy Polyunin,Uzbekistan,Javelin throw,1993,Stanozolol,""
663,Liliana Popescu,Romania,Middle distance,2008,EPO,2 years
664,Svetlana Pospelova,Russia,400 m,2000,Stanozolol,2 years
665,Asafa Powell,Jamaica,Sprinting,2013,Oxilofrine,6 months
666,Donovan Powell,Jamaica,Sprinting,1995,Ephedrine,3 months
667,Kofi Amoah Prah,Germany,Long jump,20082009,CocaineCompeting while banned,2 years 2 years
668,Iva Prandzheva,Bulgaria,Triple jump/Long jump,1996 2000,MethandrostenoloneNandrolone,2 years (Reduced from 4) Life ban
669,Callum Priestley,Great Britain,Hurdling,2010,Clenbuterol,2 years
670,Marin Premeru,Croatia,Shot put,2016,GHRP-2,4 years
671,Yelena Prokhorova,Russia,Heptathlon,2005,"",1 year
672,Marcelo Pugliese,Argentina,Discus throw,2006,Stanozolol,2 years
673,Susanne Pumper,Austria,Long distance,2008 2013,EPOPossession of a Prohibited Substance,2 years 8 years
674,Yekaterina Puzanova,Russia,Middle distance,2003,"Norandrosterone, androstenedione",2 years
675,Nataliya Pyhyda,Ukraine,Sprinting,2009,Stanozolol,2 years
676,Paul Quirke,Ireland,Shot put,1987,Missed test,""
677,Nikolay Raev,Bulgaria,Triple jump,1993,Amphetamine,""
678,Ebrahim Rahimian,Iran,Race walk,2013,"Testosterone, EPO",2 years
679,Paweł Rakoczy,Poland,Javelin throw,2008,Sibutramine,Public warning
680,Sara Ramadhani,Tanzania,Cross country running,2014,Isometheptene,2 years
681,Rashid Ramzi,Bahrain,Middle distance,2008 {Re-analysed in 2009),CERA,2 years
682,Allison Randall,Jamaica,Discus throw,2013,Hydrochlorothiazide,2 years
683,Kevin Rans,Belgium,Pole vault,2009,Corticosteroids,3 months
684,Meliz Redif,Turkey,Sprinting,2012,Biological passport,3 years
685,Dimitrios Regas,Greece,Sprinting,2008,Methyltrienolone,2 years
686,Julio Rey,Spain,Long distance,1999,Mesterolone,2 years
687,Butch Reynolds,United States,Sprinting,1990,Anabolic steroids,2 years
688,Antoine Richard,France,Sprinting,1987,"",2 years
689,Mark Richardson,Great Britain,Sprinting,1999,Nandrolone,18 months (reduced from 2 years)
690,Elisa Rigaudo,Italy,Race walking,2002,Caffeine,Public warning
