691,Hristina Risteska,Macedonia,Sprinting,2015,"Stanozolol, methandienone, norandrosterone",4 years
692,José Rocha,Portugal,Long distance,2010,Biological passport anomalies,2 years
693,Mike Rodgers,United States,Sprinting,2011,Methylhexaneamine,9 months
694,Rosa America Rodríguez,Venezuela,Long distance,2010,Nandrolone,2 years
695,Zudikey Rodríguez,Mexico,Sprinting,2010,Methylhexanamine,6 months
696,Marielis Rojas,Venezuela,High jump,2011,Norandrosterone,2 years
697,Fabrício Romero,Brazil,High jump,2000,"",Public warning
698,Anália Rosa,Portugal,Long distance,2015,Methylprednisolone,2 years
699,Danuta Rosani,Poland,Discus throw,1976,Steroids,""
700,Ak Hafiy Tajuddin Rositi,Brunei,Sprinting,2013,Nandrolone,2 years
701,Duane Ross,United States,Hurdling,2001,"Possession, trafficking, attempted use (BALCO scandal)",2 years
702,Joshua Ross,Australia,Sprinting,2013,3 Whereabouts Failures within an 18-month period,1 year and 6 months
703,Serene Ross,United States,Javelin throw,2005,"Hydrochlorothiazide, Triamterene",2 years
704,Mark Rowe,United States,Sprinting,1989,Methyltestosterone,2 years
705,Yuliya Ruban,Ukraine,Marathon,2012,Biological passport,2 years
706,Andrey Rudnitskiy,Russia,Sprinting,2008,"Carphedon, cannabis",2 years
707,Timothy Rusan,United States,Triple jump,2004,"Tetrahydrocannabinol, Salbutamol",Public warning
708,Yuliya Rusanova,Russia,Middle distance,2011,Biological passport anomalies,2 years
709,Ronald Rutto,Kenya,Long distance,2012,EPO,2 years
710,Andrey Ruzavin,Russia,Race walking,2011,Biological passport anomalies,2 years and 6 months
711,Yelena Ryabova,Turkmenistan,Sprinting,2013,Dehydrochloromethyltestosterone,2 years
712,Mariya Ryemyen,Ukraine,Sprinting,2014,Methandienone,2 years
713,Kseniya Ryzhova,Russia,Sprinting,2014,Trimetazidine,9 months
714,Natalya Sadova,Russia,Discus throw,2001 2006,Caffeine Methandienone,Public warning 2 years
715,Darya Safonova,Russia,Sprinting,2005,Pemoline,2 years
716,Jan Sagedal,Norway,Shot put,1987 1992,Probenecid Methandienone,2 years4 years
717,Tuğçe Şahutoğlu,Turkey,Hammer throw,2013,Stanozolol,2 years
718,Ali Saïdi-Sief,Algeria,Long distance,2001,Nandrolone,2 years
719,Jaysuma Saidy Ndure,Norway,Sprinting,2007,Cannabis,"Public warning, disqualification of results"
720,Pınar Saka,Turkey,Sprinting,2010,Biological passport,3 years
721,Mounira Al-Saleh,Syria,Sprinting,2005 2010,StanozololStanozolol,2 years Life ban
722,Jeremias Saloj,Guatemala,Long-distance,2013,EPO,2 years
723,Sergio Sanchez,Spain,Long distance,2013,EPO,2 years
724,Leevan Sands,Bahamas,Triple jump,2006,Levmetamfetamine,6 months
725,Fabiane dos Santos,Brazil,Middle distance,19952001,NandroloneTestosterone,4 yearsLife ban
726,Leonardo Elisiário dos Santos,Brazil,Triple jump,2009,Stanozolol,2 years
727,Vladimir Sasimovich,Belarus,Javelin throw,2004,Stanozolol,2 years
728,Lindsey Scherf,United States,Long distance,2007,Refusal to submit to doping control,1 year
729,Alex Schwazer,Italy,Race walking,201220122016,EPOEvading doping controlAnabolic steroid,42 months 3 months 8 years
730,Dorian Scott,Jamaica,Shot put,2006,Cannabis,Public warning
731,Gregory Sedoc,Netherlands,Hurdling,2011,3 whereabouts failures,1 year
732,Hezekiél Sepeng,South Africa,Middle distance,2005,Norandrosterone,2 years
733,Mustapha Sdad,Morocco,Hurdling,2002,"",3 years
734,Mohammed Shaween,Saudi Arabia,Middle distance,2011,Biological passport,3 years
735,Tony Sharpe,Canada,Sprinting,1980s,Self admittance of steroid use (Dubin inquiry),""
736,Anzhelika Shevchenko,Ukraine,Middle distance,2011,Biological passport,2 years
737,Dmitriy Shevchenko,Russia,Discus throw,1995,Metandienone metabolite,4 years
738,Olga Shishigina,Kazakhstan,Hurdling,1996,Stanozolol,2 years (Reduced from 4 years)
739,Olga Shchukina,Uzbekistan,Shot put,2004,Clenbuterol,2 years
740,Oleksiy Shelest,Ukraine,Race walking,2009,Carphedon,2 years
741,Natalya Shekhodanova,Russia,Hurdling,19962004,StanozololStanozolol,2 yearsLife ban
742,Svitlana Shmidt,Ukraine,Middle distance,2012,Biological passport,4 years
743,Liliya Shobukhova,Russia,Marathon,2009,Biological passport,2 years and 7 months(Reduced from 3 years and 2 months)
744,Marina Shmonina,Russia,Sprinting,1993,Stanozolol,4 years
745,Sadaf Siddiqui,Pakistan,Sprinting,2010,"",2 years
746,Ileana Silai,Romania,Middle distance,1979,Anabolic steroids,8 months
747,Zdeňka Šilhavá,Czechoslovakia,Discus throw,1985,Anabolic Steroids,18 months (Reduced from life ban)
748,Fernando Silva,Portugal,Long distance,20062013,EPO Biological passport,2 years8 years
749,Lucimara da Silva,Brazil,Heptathlon,2009,EPO,2 years
750,Simone Alves da Silva,Brazil,Long-distance track running,20102011,Oxilofrine EPO,3 months 5 years
751,Boštjan Šimunic,Slovenia,Triple jump,2006,Drostanolone,2 years
752,Sherone Simpson,Jamaica,Sprinting,2013,Oxilofrine,6 months
753,Neelam Jaswant Singh,India,Discus throw,2005,Pemoline,2 years
754,George Skafidas,Greece,Coach,"","Tampering, possession of a prohibited substance, trafficking and administration of a prohibited substance",Life ban
755,German Skurygin,Russia,Race walking,1999,Human chorionic gonadotrophin,2 years
756,Ilona Slupianek,East Germany,Shot put,1977,Nandrolone,1 year
757,Irina Slyusar,Soviet Union,Sprinting,1991,Strychnine,3 months
758,Traves Smikle,Jamaica,Discus Throw,2013,Hydrochlorothiazide,2 years
759,Yelena Soboleva,Russia,Middle distance,2007,Fraudulent substitution of urine,33 months
760,Carolin Soboll,Germany,Javelin throw,2000,Nandrolone,2 years
761,Michael Sokolowski,Canada,Sprinting,1980s,Self admittance of steroid use (Dubin inquiry),""
762,Vasiliy Sokov,Russia,Triple jump,1995,Ephedrine,3 months
763,Natallia Solohub,Belarus,Sprinting,2001,Norandrosterone,2 years
764,Song Hongjuan,China,Race walking,2008,EPO,4 years
765,Song Liqing,China,Long distance,2001,"",2 years
766,Anastasiya Soprunova,Kazakhstan,Hurdling,2016,Stanozolol,4 years
767,Dmitriy Sorokin,Russia,Triple jump,2011,Carphedon,2 years
768,Javier Sotomayor,Cuba,High jump,19992001,Cocaine Nandrolon,1 year (Reduced from 2 years)
769,João Gabriel Sousa,Brazil,Pole vault,2009,"Exemestane, boldenone",2 years
770,Wallace Spearmon,United States,Sprinting,2014,Methylprednisolone,3 months
771,Lansford Spence,Jamaica,Sprinting,2009,Methylhexanamine,3 months
772,Tânia Spindler,Brazil,Race walking,2012,Isometheptene,Public reprimand
773,Gundega Sproģe,Latvia,Triple jump,1999,Anabolic steroid,2 years
774,Vania Stambolova,Bulgaria,Hurdling,2007,Testosterone,2 years
775,Michalis Stamatogiannis,Greece,Shot put,2014,Stanozolol,2 years
776,Claudia Ștef (Claudia Iovan),Romania,Race walking,2000,Nandrolone,2 years
777,Ato Stephens,Trinidad and Tobago,Sprinting,2009,"Oxandrolone, Stanozolol and Tamoxifen",2 years
778,Ray Stewart,Jamaica,Coach,2010,Trafficking and administering of prohibited substances,Life ban
779,Elena Stoyanova,Bulgaria,Shot put,1978,Anabolic steroids,18 months
780,Mike Stulce,United States,Shot put,19901993,TestosteroneMestanolone,2 yearsLife ban
781,Sui Xinmei,China,Shot put,1991,Steroids,2 years
782,Sun Yingjie,China,Long distance,2005,Androsterone,2 years
783,Lars Sundin,Sweden,Discus throw,1987,Testosterone,18 months
784,Göran Svensson,Sweden,Discus throw,1987,Testosterone,18 months
785,Art Swarts,United States,Discus throw,1986,Testosterone,banned
786,Luketz Swartbooi,Namibia,Long distance,2005,"Prednisolone, prednisone",Public warning
787,Olesya Syreva,Russia,Middle distance,20112015,Biological passportMetenolone,2 years8 years
788,Attila Szabó,Hungary,Decathlon,2013,3 whereabouts failures,1 year
789,Gina Coello Tache,Honduras,Marathon,2001,Nandrolone,2 years
790,Gregg Tafralis,United States,Shot put,19951999,Methandienone,2 years (Reduced from 4 years)Life ban
791,Teddy Tamgho,France,Triple jump,2014,3 whereabouts failures,1 year
792,William Tanui,Kenya,Middle distance,1993,Ephedrine,""
793,Yoel Tapia,Dominican Republic,Sprinting,2012,Methylhexaneamine,6 months
794,Kory Tarpenning,United States,Pole vault,1997,Anabolic steroids,2 years
795,Angella Taylor-Issajenko,Canada,Sprinting,1979–1988,"Self admittance of steroid use (Dubin inquiry): metandienone, oxandrolone, metenolone enanthate, nandrolone, human growth hormone, L-dopa, testosterone, Inosine, Furazabol",Loss of national and world records
796,Gladys Tejeda,Peru,Long distance,2015,Furosemide,6 months
797,Lucimar Teodoro,Brazil,Hurdling,2009,Fenproporex,2 years
798,Olga Tereshkova,Kazakhstan,400 metres,20112014,TestosteroneMethyltestosterone,2 yearsLife ban
799,Ana Mirela Ţermure,Romania,Javelin throw,2001,Norandrosterone,2 years
800,Ekaterini Thanou,Greece,Sprinting,2004,Missed tests,2 years
801,James Kibocha Theuri,France,Long distance,2014,Whereabouts failures,1 year
802,Cheryl Thibedeau,Canada,Sprinting,1987 1992,Self admittance of steroid use (Dubin inquiry),2 years Life ban
803,Tsholofelo Thipe,South Africa,Sprinting,2012,"Norandrosterone, testosterone",2 years
804,Eric Thomas,United States,Hurdling,2003,Modafinil,Disqualification and public warning
805,Susen Tiedtke,Germany,Long jump,1995,Turinabol,2 years
806,Khalid Tighazouine,Morocco,Middle distance,2004,Nandrolone,2 years
807,Ville Tiisanoja,Finland,Shot put,2006,Testosterone,2 years
808,Irina Timofeyeva,Russia,Marathon,2009,Bilogical passport,2 years
809,Josiane Tito,Brazil,Sprinting/Middle distance,2009,EPO,2 years
810,Mamorallo Tjoka,Lesotho,Long distance,2014,"Norandrosterone, Clenbuterol, Methylhexaneamine, Ephedrine and Prednisolone",2 years
811,Nadiya Tkachenko,Soviet Union,Pentathlon,1978,Anabolic steroids,18 months
812,Nataliya Tobias,Ukraine,Middle distance,2011,Testosterone,2 years
813,Ambesse Tolosa,Ethiopia,Long distance,2008,Morphine,2 years
814,Tatyana Tomashova,Russia,Middle distance,2007,Fraudulent substitution of urine,33 months
815,Dragutin Topić,Serbia and Montenegro,High jump,2001,Nandrolone,2 years
816,Kevin Toth,United States,Shot put,2003,THG,2 years
817,Laïla Traby,France,Long distance,2014,EPO and refusal,3 years
818,Silvana Trampuz,Australia,Long distance,2001,Nandrolone,2 years
819,Marina Trandenkova,Russia,Sprinting,1996,Bromantane,Reprimand
820,Alex Trembach,Israel,Sprinting,2008,Norandrosterone,2 years
821,Ivan Tsikhan,Belarus,Hammer throw,2004 (Sample retested 2012),Methandienone,2 years
822,Maria Tsirba,Greece,Middle distance,2003,"EPO, Ephedrine",2 years
823,Athanasia Tsoumeleka,Greece,Race walking,2008,CERA,2 years
824,Lyubov Tsyoma (Lyubov Kiryukhina-Tsyoma),Russia,Middle distance,1997,Stanozolol,2 years
825,Markku Tuokko,Finland,Shot put/Discus throw,1977,Anabolic steroid,1 year
826,Erik Tysse,Norway,Race walking,2010,CERA,2 years
827,Romas Ubartas,Lithuania,Discus throw,19932002,Boldenone Boldenone,4 years
828,Giampaolo Urlando,Italy,Hammer throw,1984,Testosterone,""
829,Sergiu Ursu,Romania,Discus throw,20042013,NandroloneNorandrosterone,2 years 2 years
830,Binnaz Uslu,Turkey,Running,20072011 (sample re-analysed 2013),TestosteroneStanozolol,2 years Life ban
831,Roman Usov,Russia,Steeplechase,2008,Carphedon,2 years
832,Jaanus Uudmäe,Estonia,Triple/long jump,2007,Sibutramine,Public warning
833,Martti Vainio,Finland,Long distance,1984 1983–1984,"Positive test: Metenolone Self admittance: Blood transfusions, Testosterone",18 months (Reduced from life ban)
834,Euclides Varela,Cape Verde,Long distance,2012,3 whereabouts failures,18 months
835,Roland Varga,Hungary,Discus throw,2006,Boldenone,2 years
836,Andrei Varantsou,Belarus,Hammer throw,2005 (Sample retested 2012) January 2013 October 2013,"Clomiphene, OxandroloneOral TurinabolOral Turinabol",4 years Life ban
837,Sebastian Varga,Romania,"",20062009,StanozololMetabolites of metandienone,2 years8 years
838,Aleksandr Vashchilo,Belarus,Hammer throw,2005,Cannabis,Public warning
839,Cristina Vasiloiu,Romania,Middle distance,2008,EPO,""
840,Nikolai Vedehin,Estonia,Middle distance,2015,Trimetazidine,4 years
841,Velko Velev,Bulgaria,Hammer throw,1975,Anabolic steroids,""
842,Michael Velter,Belgium,Triple jump,20062011,CannabisCannabis,3 months21 months
843,Venelina Veneva,Bulgaria,High jump,2007,Testosterone,2 years
844,Oksana Verner,Kazakhstan,Middle distance,2010,Stanozolol,2 years
845,Anna Verouli,Greece,Javelin throw,1984,Nandrolone,""
846,Ioan Vieru,Romania,Sprinting,2004,Stanozolol,2 years
847,Saurav Vij,India,Shot put,2010,Methylhexaneamine,2 years
848,Igor Vinichenko,Russia,Hammer throw,2013,Dehydrochloromethyltestosterone,2 years
849,Roman Virastyuk,Ukraine,Shot put,1991,"",""
850,Innis Viviers,South Africa,Sprinting,2003 2005,Stanozolol Stanozolol,2 years Life ban
851,Aleksey Voyevodin,Russia,Race walking,2008,EPO,2 years
852,Nadezhda Vorobieva,Russia,Middle distance,2004,Pemoline,2 years
853,Letitia Vriesde,Suriname,Middle distance,2003,Caffeine,Public warning
854,Yevhen Vynohradov,Ukraine,Hammer throw,2009,Nandrolone,2 years
855,Larry Wade,United States,Hurdling,2004,19-Norandrosterone,2 years
856,Alwin Wagner,West Germany,Discus throw,1977–1987,Self admittance: Steroids,—
857,Erick Walder,United States,Long jump,2004,"Amphetamine, Methamphetamine",2 years
858,Aleksander Waleriańczyk,Poland,High jump,2003,Caffeine,Public warning
859,Douglas Walker,Great Britain/ Scotland,Sprinting,1998,Nandrolone,2 years
860,Delisa Walton-Floyd,United States,Middle distance,1991,Amphetamine,4 years
861,Wang Jiali,China,Marathon,2012,Biological passport,2 years
862,Wang Jing,China,Sprinting,2009,Epitestosterone,4 years
863,Wang Lina,China,Long jump,2005,Norandrosterone,2 years
864,Wang Shizhu,China,Hammer throw,2013,"",Public reprimand
865,Gareth Warburton,United Kingdom,Middle distance,2014,"17α-methyl-5 β-androstane-3α,17β-diol",6 months
866,Solomon Wariso,Great Britain/ England,Sprinting,1994,Ephedrine,3 months
867,Wei Yanan,China,Long distance,2002,"",2 years
868,Renward Wells,Bahamas,Sprinting,2002,"",2 years
869,Joan Wenzel,Canada,Middle distance,1975,Ephedrine,""
870,Kelli White,United States,Sprinting,20032000–2003,"Positive test: Modafinil BALCO scandal/Admission: THG, EPO",2 years
871,Janine Whitlock,Great Britain,Pole vault,2002,Methandienone,2 years
872,Bobby-Gaye Wilkins,Jamaica,Sprinting,2010,Andarine (SARMs),2 years
873,Bernard Williams,United States,Sprinting,2004,Cannabis,Public warning
874,Christopher Williams,Jamaica,Sprinting,2009,Amphetamine and levmetamphetamine,2 years
875,Desai Williams,Canada,Sprinting,1980s,Self admittance of steroid use (Dubin inquiry),""
876,Diane Williams,United States,Sprinting,"",Self admittance: Anabolic steroids,—
877,Ivory Williams,United States,Sprinting,2010,Cannabis,3 months
878,Rhys Williams,United Kingdom,Hurdling,2014,"17β-hydroxyestra-4,9-diene-3-one",4 months
879,Tameka Williams,Saint Kitts and Nevis,Sprinting,2012,Possession and use or attempted use of prohibited substance or method,3 years
880,Solange Witteveen,Argentina,High jump,2001,Pemoline,2 years
881,Anna Włodarczyk,Poland,Long jump,1982,"",""
882,Xiong Qiying,China,Long jump,1997,"",""
883,Mariya Yakovenko,Russia,Javelin throw,2013,Dehydrochloromethyltestosterone,2 years
884,Nevin Yanit,Turkey,Hurdling,2013,Stanozolol Testosterone Biological passport,3 years
885,Oksana Yarygina,Russia,Javelin throw,2005,Metandienone (Dianabol),2 years
886,Iryna Yatchenko,Belarus,Discus throw,2004 (Sample retested in 2012),Methandienone,2 years
887,Antonina Yefremova,Ukraine,Sprinting,2012,Testosterone,2 years
888,Olga Yegorova,Russia,Distance,2007,Tampering: Fraudulent substitution of urine,33 months
889,Igor Yerokhin,Russia,Race walking,20082013,EPOBiological passport,2 years Life ban
890,Vasiliy Yershov,Soviet Union,Javelin throw,1978,Anabolic steroids,18 months
891,Elif Yildirim,Turkey,Sprinting,2013,Dehydrochloromethyltestosterone,2 years
892,Yin Anna,China,Steeplechase,2014,EPO,2 years
893,Daniela Yordanova,Bulgaria,Middle distance,2008,Testosterone,2 years
894,Lyudmyla Yosypenko,Ukraine,Heptathlon,2011,Biological passport,4 years
895,Jerome Young,United States,Sprinting,19992004,Nandrolon EPO,Life ban (2nd ADRV)
896,Nailiya Yulamanova,Russia,Marathon,2009,Biological passport,2 years
897,Irina Yumanova,Russia,Race walking,2014,SARMs,2 years
898,Andriy Yurin,Ukraine,Race walking,2008,3 whereabouts failures,1 year
899,Fatima Yvelain,France,Long distance,2012,EPO,2 years
900,Aziz Zakari,Ghana,Sprinting,2006,Stanozolol,2 years
901,Joy Sakari Joy Nakhumicha Sakari,Kenya,Sprinting,2015,Furosemide,4 years
902,Mahdi Zamani,Iran,400 m,2011,Methandienone,2 years
903,Carmen Zamfir-Gilhase,Romania,Hurdling,2004,Stanozolol,2 years
904,Ruddy Zang Milama,Gabon,Sprinting,2014,"",7 months
905,Yuliya Zaripova,Russia,Steeplechase,2011,Biological passport abnormalities,2 years and 6 months
906,Oksana Zelinskaya,Kazakhstan,Triple jump,1997,Ephedrine,Public warning and disqualification
907,Olha Zemlyak,Ukraine,Sprinting,2009,Norandrosterone,2 years
908,Zhang Qi,China,Shot put,2008,Anabolic agent,4 years
909,Zhou Tianhua,China,Shot put,1993,"",""
910,Zhou Wei,China,Sprinting,2000,"",2 years
911,Zohar Zimro,Israel,Marathon,2012,"",Public reprimand
912,Yevgeniya Zinurova,Russia,Middle distance,2010,Biological passport abnormalities,2 years
913,Khalid Zoubaa,France,Long distance,2007,EPO,3 years
914,Ellina Zvereva,Belarus,Discus throw,1992,Steroids,""
